QuestionID,SourceFolder,Part,Label,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Translation,ImageFile,AudioFile
E24-P4-20,24,4,Question 20,Who would probably not like this restaurant?,a person who likes spicy food,a person who likes Thai food,a person who is vegetarian (正解),a person who likes alcohol,C,"以下何者可能不喜歡這家餐廳？

a. 喜歡辛辣食物的人

b. 喜歡吃泰國菜的人

c. 素食者

d. 喜歡喝酒的人",,T24-04-001-02.mp3
E24-P4-21,24,4,Question 21,"If the restaurant is booked on the date that you choose, what will they do?",send you a list of other available dates,put you on the waiting list,book on your next available night,nothing (正解),D,"如果你預約的那天已被預訂了，餐廳會怎麼做？

a. 寄給你可預約的日期清單

b. 把你放在候位表上

c. 把你的預約改在下一個可預約的夜晚

d. 什麼都不做",,T24-04-001-03.mp3
E24-P4-22,24,4,Question 22,What is going to happen to the company in the next year?,It will declare bankruptcy.,It will be getting smaller. (正解),It will be shutting down.,It will be merging with another one.,B,"這間公司明年會發生什麼事情？

a. 宣告破產

b. 規模縮小

c. 停止營運

d. 和另一間公司合併",,T24-04-005-01.mp3
E24-P4-23,24,4,Question 23,What promise does the speaker make?,Nobody will be fired. (正解),Nobody will be transferred to other departments.,Nobody will get a salary reduction.,Nobody will be safe there in the future.,A,"談話者做出以下何者承諾？

a. 沒有人會被解僱

b. 沒有人會被調動到別的部門

c. 沒有人被減薪

d. 未來沒有人是安全的",,T24-04-005-02.mp3
E24-P4-24,24,4,Question 24,What expectation still exists for all employees?,They must keep trying hard and completing all their tasks. (正解),They must all be re-interviewed to keep their positions.,They must do their best to impress the boss and rise above the others.,They must seek new jobs elsewhere as soon as possible.,A,"公司對於所有的員工有以下什麼期待？

a. 他們必須持續努力並完成他們的工作

b. 他們必須再面試一次以留住他們的工作職位

c. 他們必須盡最大努力地使老闆驚艷並打敗其他人

d. 他們必須盡快尋找新工作",,T24-04-005-03.mp3
E24-P4-25,24,4,Question 25,How many judges are judging the contest?,1,3(正解),8,9,B,"一共幾位評審正在為這場比賽評分？

a. 一位

b. 三位

c. 八位

d. 九位",,T24-04-010-01.mp3
E24-P4-26,24,4,Question 26,Which of the following is true about the performance that was given just before this talk?,It received the highest score so far. (正解),It received the lowest score so far.,It will be the winner of the contest.,It has no chance of winning the contest.,A,"關於這段談話之前的那場表演，以下何者正確？

a. 那場演出到目前為止拿了最高分

b. 那場演出到目前為止拿到了最低分

c. 那場演出會是比賽的贏家

d. 那場演出沒機會贏得比賽",,T24-04-010-02.mp3
E24-P4-27,24,4,Question 27,What will be unique about the final performance?,the performer's country of origin,the fact that the performer is a man,the musical instruments that will accompany the singer,the performer's decision to sing his own song (正解),D,"最後這場表演有什麼特別之處嗎？

a. 表演者的國家

b. 表演者是位男性

c. 為這位歌手伴奏的樂器

d. 這位歌手決定唱自行創作的樂曲",,T24-04-010-03.mp3
E24-P4-28,24,4,Question 28,What is the speaker's current profession?,marine biologist,teacher,taxi driver (正解),wildlife researcher,C,"說話者目前的職業是以下何項？

a. 海洋生物學者

b. 老師

c. 計程車司機

d. 野外生物調查員",,T24-04-008-01.mp3
E24-P4-29,24,4,Question 29,What dramatic event caused the man to change his career?,He got stung by a ray.,He got scared by a ray and injured his internal organs. (正解),He nearly died after being poisoned.,He was in a terrible car accident.,B,"以下何者戲劇性變化導致這位男士改變了他的職業？

a. 他被魟魚刺到

b. 他被魟魚嚇到導致他的內臟受損

c. 他中毒後幾近死亡

d. 他歷經了一場嚴重的車禍",,T24-04-008-02.mp3
E24-P4-30,24,4,Question 30,How does the listener feel about the speaker's story?,bored (正解),intrigued,disturbed,excited,A,"以下選項何者是聽者對故事的感覺？

a. 感到無聊

b. 感到入迷

c. 感到困擾

d. 感到興奮",,T24-04-008-03.mp3
E24-P5-1,24,5,Question 1,This document ______________ that Nicholas Kembel graduated from the University of Alberta on 1 May 2004.,certify,certification,certificate,certifies(正解),D,"這份文件證明了Nicholas Kembel在2004年5月1日畢業於亞伯達大學。

a. 證明；發證書(或執照)給…(原形動詞)

b. 證明；檢定(名詞)

c. (沒有學位的)結業證書(名詞)

d. 證明；發證書(或執照)給…(主詞三單的現在式動詞)



解析：本句為名詞子句用法，前句為主要子句【This document】為主詞(第三人稱單數)後接動詞用法，故選項(d)為正解。",,
E24-P5-2,24,5,Question 2,"In regards to your availability, we are afraid it's not ______________ enough for us. We need somebody who is available to come in 24/7.",flexibility,flexible(正解),responsible,responsibility,B,"關於你可以上班的時間，對於我們來說恐怕還不夠彈性。我們需要能夠24小時都待命的人。

a. 適應性(名詞)

b. 有彈性的；可變通的，易適應的(形容詞)

c. 負責任的(形容詞)

d. 責任；責任感(名詞)



解析：空格後方的關鍵單字【enough】當【形容詞】使用後接名詞；當【副詞】使用時置於【形容詞】之後，選項(b)(c)為形容詞。根據後句題意【We need somebody who is available to come in 24/7】可判斷需要彈性配合時間，故選項(b)符合題意為正解。",,
E24-P5-3,24,5,Question 3,"Following the food scandal, both the company's CEO ______________ vice president were given 20-year jail sentences.",but,also,and(正解),or,C,"繼食物醜聞爆發後，公司的執行總監以及副總經理兩人皆被判了20年的刑期。

a. 但是(連接詞)

b. 也是(副詞)

c. 搭配使用，見解析

d. 或是(連接詞)



解析：根據空格前方的關鍵單字【both】可知本句為句型【both…and...】表【兩者都】，故選項(c)為正解。",,
E24-P5-4,24,5,Question 4,"Despite her persistent denial, I am certain ______________ Coriander was aware of the new policy regarding inviting guests into the staff area.",what,which,that(正解),when,C,"儘管她不斷地否認，我還是確定Coriander對於不能邀請客人進入員工區域的新政策是知情的。

a. 何物(代名詞)(疑問詞)

b. 哪一個(疑問詞)

c. 無意義(名詞子句)

d. 何時(疑問詞)



解析：由空格前方的形容詞【certain】可得知後需接名詞用法，故本處後方接

名詞子句。選項(a)為代名詞用法，表【…的東西】(d)表【何時】(d)表【哪一個】皆不符合題意，故選項(c)為正解。",,
E24-P5-5,24,5,Question 5,The terrorist was ______________ as he was trying to cross the overland border into Syria.,captured(正解),picked,taken,subjected,A,"這位恐怖份子在試圖穿過邊境進入敘利亞時被抓到了。

a. 捕獲、俘虜(動詞)

b. 挑選(動詞)

c. 拿取(動詞)

d. 服從於(+to) (動詞)



解析：根據後句題意【he was trying to cross the overland border在試圖穿過邊境】可判斷主詞被逮捕較其它選項(b)(c)(d)符合題意，故選項(a)為正解。",,
E24-P5-6,24,5,Question 6,"On average, hourly ______________ in this industry have dropped by 118 yen in the last five years.",wages(正解),salaries,pays,incomes,A,"平均來說，這個產業的時薪在過去五年來跌到每小時118日元。

a. 薪水(時)

b. 薪資(月)

c. 報酬

d. 收入、所得



解析：由空格前方的形容詞【hourly每小時的】可判斷空格處指【時薪】部分，故選項(a)為正解。選項(b)通常指每月的月薪，選項(c)表報酬，不一定指薪水，選項(d)泛指所有收入及所得，無法搭配空格前的關鍵單字指時薪。",,
E24-P5-7,24,5,Question 7,Never ______________ such a perfectly restored Roman-era residence in all his years working as an archaeologist.,had Sir Evans seen(正解),saw Sir Evans,was Sir Evans to be seen,Sir Evans will see,A,"在當考古學者工作這麼多年，Sir Evans從沒看過復原地如此完美的羅馬時代住宅。

a. 過去完成式

b. 過去式

c. 過去式的被動語氣

d. 未來式助動詞



解析：由句首【Never】可得知【否定字】放句首，後接倒裝句。倒裝句的句型分為以下幾種：? 【Be動詞的倒裝】→句型為【Be+S+V…】? 【助動詞的倒裝】→【助動詞+S+原形動詞…】? 【完成式的倒裝】→【have+S+V-pp】，故選項(a)符合文法為正解。選項(b)改正為→【did Sir Evans see】；選項(c)為被動語氣，與題意不符；選項(d)→【will Sir Evans see】。",,
E24-P5-8,24,5,Question 8,Travelers ______________ from an upset stomach are recommended to take two of these pills every four hours until the problem goes away.,suffered,suffering(正解),were suffering,had been suffering,B,"我們建議有胃痛的旅人每四個小時服用兩粒藥丸，直到胃痛問題減緩為止。

a. 過去式

b. 現在分詞

c. 過去進行式(be+Ving)

d. 過去完成進行式(had been V-ing)



解析：根據後方Be動詞【are】可得知前方【Travelers ______________ from an upset stomach】為主詞用法，此處為分詞構句，還原成→【Travelers who suffer from an upset stomach】，此處為主動語氣故刪除【關係代名詞who】且將動詞【suffer】改為現在分詞(suffering)，故選項(b)為正解。",,
E24-P5-9,24,5,Question 9,The protestors are calling ______________ the city government to provide shelter for the homeless during the heat wave.,up,on(正解),in,to,B,"抗議者正在請求市政府應在熱浪來襲時，為街友們提供避難所。

a. 【call up】→【打電話】

b. 【call on】→【拜訪、號召；請求】

c. 【call in】→【請求收回】

d. 【call to sb】→【叫住】



解析：根據空格前方主詞【The protestors抗議者】及後方受詞【the city government市政府】可知本處主詞正在要求市政府某項請求，選項(b)(c)皆與請求有關，但根據後句題意【to provide shelter for the homeless為街友們提供避難所】可判斷只有選項(b)符合題意為正解。",,
E24-P5-10,24,5,Question 10,"Hester didn't really want to move to Shanghai for her job, but when the company offered a hefty relocation ______________, she couldn't resist.",allow,allowed,allowing,allowance(正解),D,"Hester真的不想要為了工作搬到上海，但當公司提供一筆豐厚的搬遷津貼時，她無法拒絕。

a. 允許；容許 (動詞)

b. 允許；容許 (過去式動詞) 

c. 允許；容許 (現在分詞)

d. 津貼；零用錢(名詞)



解析：根據前句【didn't really want to真的不想要】搭配後句【couldn't resist無法拒絕】可知主詞的公司提供的補償辦法讓她無法拒絕，故選項(d)與空格前方單字搭配為【複合名詞】且符合題意為正解，其他選項意思均與題意不符。",,
E24-P5-11,24,5,Question 11,Beers made by monasteries in Western Europe have gained a ______________ for quality and excellence around the world.,reputable,reputation(正解),reputed,reputably,B,"西歐的修道院釀造的啤酒品質傑出獲得了世界知名的優良聲譽。

a. 聲譽好的(形容詞)

b. 名聲(名詞)

c. 出名的，享有聲望的(形容詞)

d. 受好評地(副詞)



解析：根據空格前方的冠詞【a】可判斷空格處為名詞用法，故只有選項(b)為名詞為正解。",,
E24-P5-12,24,5,Question 12,"The team set ______________ to be the first to reach the North Pole on foot, only to turn back a week later after encountering a terrible blizzard.",on,out(正解),up,down,B,"這支隊伍是第一個步行前往北極的團隊，但一個禮拜後便因為遭遇到強烈暴風雪而折返。

a. 搭配前方動詞，【set on】表【決定】

b. 搭配前方動詞，【set out】表【出發】

c. 搭配前方動詞，【set up】表【設定】

d. 搭配前方動詞，【set down】表【放下、寫下】



解析：根據前句題意可知主詞為第一支以步行方式前進北極的隊伍，故選項中只有選項(b)的片語符合題意為正解。",,
E24-P5-13,24,5,Question 13,Jenny found the macaroons in the food display totally ______________ and ordered a box of them to go.,irresistible(正解),irreplaceable,irregular,irredeemable,A,"Jenny發現她對食物展示櫃裡的馬卡龍完全沒有抵抗力，接著就外帶了一盒。

a. 不可抵抗的

b. 不能調換的

c. 不規則的

d.不能兌換的



解析：根據空格前的關鍵單字【the macaroons in the food display食物展示櫃裡的馬卡龍】，搭配後句題意【ordered a box of them to go外帶了一盒】可判斷主詞無法抵抗馬卡龍的吸引力，故選項(a)符合題意為正解。",,
E24-P5-14,24,5,Question 14,California State Route 190 runs ______________ Tipton to Quaking Aspen through the Death Valley National Park.,from(正解),at,between,on,A,"加州州際公路190號從第普頓到亞斯本，中途穿越死亡谷國家公園。

a. 自從

b. 在…(地點)

c. 在…(兩者)之間

d. 在…(表面)上



解析：根據空格後方的介係詞【to】可得知前方搭配介係詞【from】→片語【from…to…】表【從…到…】故選項(a)為正解。",,
E24-P5-15,24,5,Question 15,I always use this online currency ______________ to check how the British sterling is doing in comparison to the Euro.,convert,conversion,converter(正解),converting,C,"我總是使用線上貨幣轉換器來查看英國貨幣與歐元的差別。

a. 轉變(動詞)

b. 轉變，變換 (名詞)

c. 變頻器；轉換器(名詞)

d. 轉變，變換(動名詞)



解析：根據後句題意【how the British sterling is doing查看英國貨幣】與【in comparison to the Euro和歐元相比之下】可判斷本句在查看英幣與歐元兩者貨幣之間的差別，故可得知本句使用貨幣轉換器可將兩種貨幣轉換，故選項(C)為正解。",,
E24-P5-16,24,5,Question 16,"After being ______________ with stage 4 liver cancer, the patient still survived for two years.",prescribed,prescription,diagnosed(正解),diagnosis,C,"被診斷得到第四期肝癌後，這位病人依然多活兩年。

a. 規定的(形容詞)

b. 處方，藥方(名詞)

c. 診斷(過去分詞)

d. 診斷結果(名詞)



解析：根據空格前方的【being】可得知後接【形容詞】或【動詞變化】，故選項(a)(c)皆有可能，但根據題意可知主詞患得肝癌，故選項(c)符合題意為正解。",,
E24-P5-17,24,5,Question 17,"Just ______________ Joan was about to finish her presentation, one of her peers asked her an annoyingly complicated question.",until,since,as(正解),after,C,"就在Joan要結束簡報時，其中一位同事問了她一個十分複雜惱人的問題。

a. 直到

b. 自從

c. 當…時

d. 在…之後



解析：介係詞【as】後接名詞，表【當作、作為(身分或職業)】；後接子句時，表【當…的時候】，用法相同於副詞連接詞【when】。根據本句題意可判斷本處為選項(c)為正解。",,
E24-P5-18,24,5,Question 18,I don't know how many times ______________ not to leave your dirty mops in the bucket without rinsing them off.,I remind you,I will remind you,I've reminded you(正解),I had been reminding you,C,"我不知道要提醒你多少次，髒襪子未翻正前不要丟進洗衣籃。

a. 現在式【remind】

b. 未來式【will remind】

c. 現在完成式【have reminded】

d. 過去完成進行式【had been reminding】



解析：由空格前方【many times許多次】可判斷本句時間點已一段持續的時間，搭配前方主要子句的時式【I don't know】為【現在式】可得知本句為從過去到現在的一段連續時間，故為現在完成式，選項(c)為正解。",,
E24-P5-19,24,5,Question 19,"Despite the severe potential consequences, ______________ the passengers riding in vehicles these days don't wear seatbelts.",most,most of(正解),almost,mostly,B,"儘管存在可能的嚴重後果，現在大部份的乘客在搭乘交通工具時還是不會繫上安全帶。

a. 大部份；大多數(代名詞)

b. 大部份；大多數(代名詞)

c. 幾乎，差不多(副詞)

d. 主要的(副詞)



解析：選項(a)(b)的用法十分相似，【most+名詞】=【most of the +名詞】，根據空格後方的名詞【the passengers】可判斷選項(b)為正解。",,
E24-P5-20,24,5,Question 20,"______________ our passing score on the inspection, we still need to be more cautious about safety matters around here in the future.",Although,In spite,In spite of(正解),In spite of the fact that,C,"儘管我們的視察分數很高，但未來我們還需要更加注意本處的安全問題。

a. 雖然 

b. 用法錯誤

c. 儘管

d. 儘管



解析：根據前句的關鍵單字【our passing score分數很高】搭配後句【be more cautious更加注意】可得知前後兩句的題意相反，選項(a)(c)(d)皆可使用，但空格後方為名詞，選項(c)後接名詞為正解，選項(a)(d)後接子句。",,
E24-P5-21,24,5,Question 21,We are seeking ______________ individuals to join our team as equipment operators.,qualify,qualified(正解),qualifying,qualification,B,"我們正在尋找符合資格的機械作業員來加入我們團隊中。

a. 使具有資格(動詞)

b. 具備必要條件的；勝任的(過去分詞)

c. 使具有資格(現在分詞)

d.資格，證書(名詞)



解析：根據空格後方的名詞【individuals個人】可知空格處為形容詞做前位修飾，選項中可當形容詞使用的(b)過去分詞及(c)現在分詞。過去分詞當形容詞使用表【被動、動作已完成】而現在分詞當形容詞使用表【主動、動作正在進行中】故根據題意，選項(b)為正解。",,
E24-P5-22,24,5,Question 22,"Finding it nearly impossible ______________ the scoreboard, the audience member asked one of the attendants if his seat could be upgraded to one that was closer to the front.",seeing,to see(正解),sighting,to have seen,B,"這位觀眾發現他幾乎看不到記分板後，他問其中一位服務員他是否可以升級到較靠近前排的座位。

a. 看見(現在分詞、動名詞)

b. 看見(不定詞)

c. 看見(現在分詞、動名詞)

d. 看見(have+Vpp)



解析：前句【it】為虛主詞代替後方由【不定詞to+原形動詞】或【that+子句】代替的真主詞，故可判斷選項(b)為正解。",,
E24-P5-23,24,5,Question 23,"After ______________ a painful operation on his left hip, my great-uncle was finally able to walk again.",receiving,undergoing(正解),doing,supporting,B,"他的左邊臀部在接受過一次疼痛的手術之後，我的舅公終於能夠再次走路了。

a. 收到，接到

b. 經歷；接受（治療或檢查）

c. 做

d. 支持



解析：根據空格後方的關鍵單字【a painful operation疼痛的手術】可得知搭配的動詞為選項(b)為正解，其他選項無法搭配關鍵單字使用。",,
E24-P5-24,24,5,Question 24,"All the motels along the freeway had signs saying ""No ______________"" so the truck driver just kept on driving all night.",vacancy(正解),vacation,vaccination,vacuums,A,"高速公路旁的所有汽車旅館都有標誌寫著：「沒有空房」，所以這位卡車司機只能繼續開一整晚。

a. 空白；空處

b. 假期，休假

c. 接種[+against]

d. 真空；真空吸塵器



解析：根據前句的主詞【motels汽車旅館】可推測後句主詞正在尋找旅館休息，搭配空格後方的句意【just kept on driving all night只能繼續開一整晚】可知旅館皆無空房，故可判斷空格處只有選項(a)符合題意為正解。",,
E24-P5-25,24,5,Question 25,"Finally giving ______________ to pressure from his colleagues, Mr. Lee agreed to meet them after work for a beer.",up,in(正解),on,out,B,"在同事們給予的壓力之下，李先生終於同意下班和他們聚會小酌。

a. 【give up】→【放棄】

b. 【give in】→【讓步】

c. 【give on】→【無此用法】

d. 【give out】→【分發】



解析：根據後句題意【agreed to同意】搭配前句【pressure from his colleagues同事們的壓力】可判斷主詞因同事給予的壓力而對他們的要求讓步，故選項(b)符合題意為正解。",,
E24-P5-26,24,5,Question 26,"Several employees have been caught not washing their hands before starting their shifts. ______________, all staff members must now wear gloves while working in the kitchen.",Thanks to,Nevertheless,Likewise,Consequently(正解),D,"有幾位員工被抓到值班開始前沒有洗手。結果，現在所有的員工在廚房工作時都必須戴手套。

a. 由於；幸虧

b. 不過，然而

c. 同樣地

d. 結果地，因此地



解析：根據兩句題意可判斷這兩句為因果關係句，前句為因，後句為果，故空格需填入表因果關係的副詞，故選項(d)為正解。選項(a)後需接名詞，在本處不符用法。選項(b)用來連接語氣相反地子句。",,
E24-P5-27,24,5,Question 27,"______________ submitting your resume and a sample of your work, you'll need to undergo a three-stage interview.",In addition to(正解),Except for,On the other hand,Otherwise,A,"除了要提交你的履歷表與作品範例之外，你還需要通過三階段的面試。

a. 除…之外

b. 除…之外(否定)

c. 另一方面

d. 否則



解析：根據題意可判斷主詞除了面試之外，還需要交出履歷及作品範例，這三項都是包含在內，故選項(a)符合題意為正解。選項(b)用來表示【除外的否定】ex. Except for Ben, everyone else is going on the field trip. 除了Ben之外，其他每個人都會去校外教學。",,
E24-P5-28,24,5,Question 28,All mentions of the former president were ______________ deleted from the company's website.,permanent,permanently(正解),permanence,permanency,B,"所有與前任總經理有關的資訊都會從公司的網站中永久刪除。

a. 永久的，永恆的(形容詞)

b. 永久地，長期不變地(副詞)

c. 永恆；持久性(名詞)

d. 不變；耐久性(名詞)



解析：根據空格後方的動詞【deleted】可判斷空格處為副詞用法，故只有選項(b)符合用法為正解。",,
E24-P5-29,24,5,Question 29,A man dressed head-to-toe ______________ black was seen climbing over the security wall and attempting to break into the warehouse.,with,of,in(正解),on,C,"有人看到一名從頭到腳身著黑色的男子正翻過圍牆試圖闖入倉庫。

a. 和；有(配件等)；用(工具等)

b. (無生命)的

c. 身穿(衣服等)

d. 在…(表面)上



解析：根據空格後方的形容詞【black黑色的】搭配前方動詞【dressed穿戴】可判斷主詞為一名穿著黑衣的男子，故選項(c) 為空格處唯一正解。",,
E24-P5-30,24,5,Question 30,Mr. Dubois found the host of the party quite ______________ due to the fact that she failed to properly greet or introduce any of her guests.,disagree,disagreeing,disagreement,disagreeable(正解),D,"Dubois先生覺得派對的主辦人相當不合人意，因為她沒有適當地接待及引見任何一位賓客。

a. 不符、意見不合 (動詞)

b. 不符、意見不合(動名詞)

c. 意見不合、爭吵(名詞)

d. 不合意的；難相處的(形容詞)



解析：根據後句題意【she failed to properly greet or introduce any of her guests她沒有適當地接待及引見任何一位賓客】可得知主詞覺得主辦人並未做到該做的工作，且程度副詞【quite相當地】後接形容詞，故選項(d)為形容詞且符合題意為正解。",,
E24-P6-1,24,6,Question 1,[Refer to Group Content],This is why we only offer annual contracts to be signed.,"All monthly rates are fixed and not expected to change, regardless of total duration.","The longer you hire a tutor for, the lower your monthly tuition will be.(正解)",The price you pay for your tutor depends primarily on the transportation time.,C,"a. 這就是為什麼我們只提供簽署年度合約。

b. 無論總持續時間，每月費率是固定的，不會改變。

c. 家教僱用得越久，你每月學費就會越低。

d. 你所支付的家教費用主要取決於交通時間。",,
E24-P6-2,24,6,Question 2,[Refer to Group Content],depends(正解),relied,based,decided,A,"a. 依靠、取決於

b. 依賴、信賴

c. 以…為基礎

d. 決定",,
E24-P6-3,24,6,Question 3,[Refer to Group Content],are passing,have passed(正解),will be passing,pass,B,"a. 正在通過(現在進行式)

b. 已通過(現在完成式)

c. 將會通過(未來進行式)

d. 通過(原形動詞)",,
E24-P6-4,24,6,Question 4,[Refer to Group Content],advice,recommend(正解),suggestion,promise,B,"a. 建議、忠告

b. 推薦

c. 建議

d. 保證",,
E24-P6-5,24,6,Question 5,[Refer to Group Content],increases,have increased,increased,increasingly(正解),D,"a. 第三人稱現在式

b. 完成式

c. 過去式

d. 副詞",,
E24-P6-6,24,6,Question 6,[Refer to Group Content],Even though,Moreover,Therefore,For example(正解),D,"a. 即使、即便

b. 再者

c. 因此(+結果)

d. 舉例來說",,
E24-P6-7,24,6,Question 7,[Refer to Group Content],The documents are available to all guests who stay in their hotels.,Sometimes this person may cheat or deceive you.,"In the sharing economy, reputation is what matters most.",It is this more human and personal aspect that many people love. (正解),D,"a. 所有住在他們飯店的房客都可以使用這些文件。

b. 有時這個人可能欺騙或詐騙你。

c. 在共享經濟中，聲譽是最重要的。

d. 這種更個人並人性化的局面是許多人所喜愛的。",,
E24-P6-8,24,6,Question 8,[Refer to Group Content],wish(正解),hoping,choice,request,A,"a. 希望(原形動詞)

b. 希望(現在分詞)

c. 選擇(名詞)

d. 請求、要求(名詞/動詞)",,
E24-P6-9,24,6,Question 9,[Refer to Group Content],have occurred (正解),will occur,occurs,occurring,A,"a. 現在完成式

b. 未來式

c. 三單的現在式

d. 現在分詞",,
E24-P6-10,24,6,Question 10,[Refer to Group Content],expose,expedite,express(正解),expand,C,"a. 曝露於

b. 促進、迅速執行

c. 明確的

d. 擴展、擴張",,
E24-P6-11,24,6,Question 11,[Refer to Group Content],in,of(正解),on,at,B,"a. 與前方名詞搭配使用→【interest in 對…感興趣】

b. 與前方名詞搭配使用→【interest of …的興趣】

c. 無法與前方名詞搭配使用 

d. 無法與前方名詞搭配使用",,
E24-P6-12,24,6,Question 12,[Refer to Group Content],"The clock is ticking, folks, so get those orders in.",The money is due by the end of the month at the latest.,"In other words, dealing with this is eating up our time. (正解)","If you can focus harder, you'll easily score higher.",C,"a. 時間緊迫，朋友們，讓那些訂單成交吧。

b. 款項最晚月底到期。

c. 換言之，處理這類情形正用盡我們的時間。

d. 如果你能更專注，會很容易得更高分。",,
E24-P6-13,24,6,Question 13,[Refer to Group Content],onto,into(正解),about,to,B,"a. 到…(表面)上

b. 進入…(內部)

c. 大約、關於

d. 去、不定詞+原形動詞",,
E24-P6-14,24,6,Question 14,[Refer to Group Content],reach(正解),reached,be reached,reaching,A,"a. 到達(原形動詞)

b. 到達(過去式)

c. 被動語氣(Be動詞+Vpp)

d. 現在分詞、動名詞",,
E24-P6-15,24,6,Question 15,[Refer to Group Content],or(正解),nor,for,so,A,"a. 或者

b. 也不

c. 因為…(原因)

d. 因此…(結果)",,
E24-P6-16,24,6,Question 16,[Refer to Group Content],"We hope to create a broad, one-stop platform. (正解)",We are looking forward to making billions on this deal.,We believe we are the best music producer in the world.,We intend to bring the best live music CDs to a store near you.,A,"a. 我們希望提供一個更為寬廣、一應俱全的平台

b. 我們期待在這筆交易中賺好幾十億。

c. 我們相信我們是世界上最好的音樂監製。

d. 我們打算將最好的現場音樂CD帶到您附近的商店。",,
E24-P7-1,24,7,Question 1,Which of the following is NOT based on the information above?,Applicants have to know certain computer programs.,Applicants must have some work experience.,The pay can be discussed.,Applicants can work from home.(正解),D,"關於上述資訊，以下何者不正確？

a. 應徵者必須知道某些特定的電腦程式。

b. 應徵者必須具有一些工作經驗。

c. 薪資可議。

d. 應徵者可以在家工作。",,
E24-P7-2,24,7,Question 2,Who wrote this article?,someone who works for the company(正解),one of the applicants,a small business owner interested in the company,one of the company's customers,A,"這篇文章是由以下何人所寫？

a. 某位為這間公司工作的人所寫的

b. 應徵者之一

c. 對該公司感興趣的某個小型企業主

d. 該公司的顧客之一",,
E24-P7-3,24,7,Question 3,How many years of work experience are required for applicants?,at least five years,around five years,approximately two years,a minimum of two years(正解),D,"應徵者必需要有多少年的工作經驗？

a. 至少五年

b. 五年左右

c. 大約兩年

d. 最少兩年",,
E24-P7-4,24,7,Question 4,What will an applicant be responsible for once he or she gets the job?,networking at least once a week,being a part of company trade shows(正解),learning how to use Microsoft Excel,changing the company programs to fit the needs of interested individuals,B,"應徵者錄取後會負責什麼部分？

a. 每週至少一次拓展工作人脈

b. 參與公司的商品交易會

c. 學習如何使用Microsoft Excel

d. 將公司的方案修改成符合感興趣者的需求",,
E24-P7-5,24,7,Question 5,Which dish should a customer choose if he or she can't handle peppers?,Holy Tamale Wings,Fish Tacos(正解),Huevos Rancheros Nachos,Tortilla Soup,B,"如果有客人不能吃辣椒的話應該點下列哪道菜？

a. 嗆辣墨西哥雞翅

b. 炸魚捲餅

c. 墨西哥鄉村蛋餅玉米脆片

d. 墨西哥玉米餅濃湯",,
E24-P7-6,24,7,Question 6,Which dish is best for someone who is vegetarian?,Fish Tacos,Holy Tamale Wings,Tortilla Soup(正解),Huevos Rancheros Nachos,C,"下列哪道菜最適合素食者？

a. 炸魚捲餅

b. 嗆辣墨西哥雞翅

c. 墨西哥玉米餅濃湯

d. 墨西哥鄉村蛋餅玉米脆片",,
E24-P7-7,24,7,Question 7,"If a customer wanted four tacos, how much would it cost?",￡6.50,￡8.50,￡7.50(正解),￡7,C,"如果有客人想要點四個捲餅，要多少錢？ 

a. 6.5英鎊

b. 8.5英鎊

c. 7.50英鎊

d. 7英鎊",,
E24-P7-8,24,7,Question 8,How often are meetings held in this school?,once a month,once a week(正解),twice a week,every time an event is coming up,B,"這所學校開會的頻率多常？

a.一個月一次

b.一週一次

c.一週兩次

d.每次有活動就會開會",,
E24-P7-9,24,7,Question 9,When do you think it's likely the meeting agenda was written?,immediately after the previous meeting,the morning of the day of this meeting(正解),immediately after this meeting,the morning of the day of the next meeting,B,"你認為這個會議議程可能是以下何時所書寫？

a.前一次會議一結束後

b.這個會議當天的早上

c.這個會議一結束後

d.下次會議當天的早上",,
E24-P7-10,24,7,Question 10,Which item on the agenda is the email concerning?,winter classes with the foreign teachers(正解),costumes for the Christmas performance,Teacher Georgina's pregnancy,teachers' weekly lesson plans,A,"這封電子郵件目的是議程上的哪一事項？

a.外籍教師教授寒假課程

b.聖誕節演出的戲服

c.Georgina老師的孕期

d.教師每週課程規劃",,
E24-P7-11,24,7,Question 11,Why is it better for the school to have two teachers for the morning classes?,The classes are very long.,They want the teachers to alternate between Mondays and Thursdays.,The want to expose the students to two different English accents.,There are a lot of students.(正解),D,"為什麼對學校來說有兩位老師來教上午的課比較好？

A.課程非常冗長。

B.他們希望老師們可以在星期一和星期四間交互替?。

C.他們希望學生們可以接觸到兩種不同的英語口音。

D.學生人數太多。",,
E24-P7-12,24,7,Question 12,What does the email NOT mention?,the pay for teaching the morning classes(正解),the times of the morning classes,how Jane can be replied to,how many students will be attending the morning classes,A,"這封電子郵件中沒有提到以下何者？

a.上午課程的薪資待遇

b.上午課程的上課時間

c.如何回覆Jane

d.有多少學生會來上早上的課",,
E24-P7-13,24,7,Question 13,What is the main point of the email?,to complain about the submission guidelines,to offer suggestions about the submission guidelines,to inquire about the submission guidelines(正解),to tell the OART staff that she is a great photographer,C,"這封電子郵件的主旨為何？

a. 抱怨報名的規定

b. 提供報名規則方面的建議

c. 詢問報名規則事宜

d. 告訴OART工作人員說她是個一流的攝影師",,
